model,num_characters,num_actions,question_type,question,expected,predicted,correct,story_len
first_state_baseline,12,10,location,,office,office,True,
random_baseline,12,10,mood,,curious,tired,False,
first_state_baseline,12,10,mood,,curious,curious,True,
random_baseline,12,10,holding,,nothing,key,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,office,garden,False,
first_state_baseline,12,10,location,,office,office,True,
random_baseline,12,10,mood,,tired,happy,False,
first_state_baseline,12,10,mood,,tired,excited,False,
random_baseline,12,10,holding,,nothing,umbrella,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bathroom,bathroom,True,
first_state_baseline,12,10,location,,bathroom,hallway,False,
random_baseline,12,10,mood,,confident,nervous,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,bag,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,kitchen,hallway,False,
first_state_baseline,12,10,location,,kitchen,kitchen,True,
random_baseline,12,10,mood,,sad,nervous,False,
first_state_baseline,12,10,mood,,sad,sad,True,
random_baseline,12,10,holding,,nothing,coin,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,20,location,,office,office,True,
first_state_baseline,12,20,location,,office,office,True,
random_baseline,12,20,mood,,calm,curious,False,
first_state_baseline,12,20,mood,,calm,confident,False,
random_baseline,12,20,holding,,coin,hat,False,
first_state_baseline,12,20,holding,,coin,nothing,False,
random_baseline,12,20,location,,office,basement,False,
first_state_baseline,12,20,location,,office,office,True,
random_baseline,12,20,mood,,sad,tired,False,
first_state_baseline,12,20,mood,,sad,happy,False,
random_baseline,12,20,holding,,nothing,bag,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,basement,kitchen,False,
first_state_baseline,12,20,location,,basement,kitchen,False,
random_baseline,12,20,mood,,tired,confident,False,
first_state_baseline,12,20,mood,,tired,tired,True,
random_baseline,12,20,holding,,nothing,ball,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,basement,bedroom,False,
first_state_baseline,12,20,location,,basement,basement,True,
random_baseline,12,20,mood,,happy,excited,False,
first_state_baseline,12,20,mood,,happy,nervous,False,
random_baseline,12,20,holding,,key,bag,False,
first_state_baseline,12,20,holding,,key,nothing,False,
random_baseline,12,20,location,,office,garden,False,
first_state_baseline,12,20,location,,office,office,True,
random_baseline,12,20,mood,,happy,excited,False,
first_state_baseline,12,20,mood,,happy,happy,True,
random_baseline,12,20,holding,,bag,nothing,False,
first_state_baseline,12,20,holding,,bag,nothing,False,
random_baseline,12,20,location,,library,bedroom,False,
first_state_baseline,12,20,location,,library,library,True,
random_baseline,12,20,mood,,confident,confident,True,
first_state_baseline,12,20,mood,,confident,confident,True,
random_baseline,12,20,holding,,nothing,pen,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bathroom,bathroom,True,
first_state_baseline,12,20,location,,bathroom,hallway,False,
random_baseline,12,20,mood,,nervous,calm,False,
first_state_baseline,12,20,mood,,nervous,nervous,True,
random_baseline,12,20,holding,,nothing,umbrella,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,library,basement,False,
first_state_baseline,12,20,location,,library,library,True,
random_baseline,12,20,mood,,sad,curious,False,
first_state_baseline,12,20,mood,,sad,curious,False,
random_baseline,12,20,holding,,nothing,apple,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bedroom,office,False,
first_state_baseline,12,20,location,,bedroom,bedroom,True,
random_baseline,12,20,mood,,confident,nervous,False,
first_state_baseline,12,20,mood,,confident,confident,True,
random_baseline,12,20,holding,,ball,ball,True,
first_state_baseline,12,20,holding,,ball,nothing,False,
random_baseline,12,20,location,,garden,bathroom,False,
first_state_baseline,12,20,location,,garden,garden,True,
random_baseline,12,20,mood,,excited,nervous,False,
first_state_baseline,12,20,mood,,excited,excited,True,
random_baseline,12,20,holding,,nothing,apple,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,basement,basement,True,
first_state_baseline,12,20,location,,basement,basement,True,
random_baseline,12,20,mood,,calm,confident,False,
first_state_baseline,12,20,mood,,calm,tired,False,
random_baseline,12,20,holding,,nothing,key,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bathroom,office,False,
first_state_baseline,12,20,location,,bathroom,kitchen,False,
random_baseline,12,20,mood,,tired,curious,False,
first_state_baseline,12,20,mood,,tired,tired,True,
random_baseline,12,20,holding,,nothing,umbrella,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bedroom,hallway,False,
first_state_baseline,12,20,location,,bedroom,bedroom,True,
random_baseline,12,20,mood,,excited,excited,True,
first_state_baseline,12,20,mood,,excited,excited,True,
random_baseline,12,20,holding,,apple,phone,False,
first_state_baseline,12,20,holding,,apple,nothing,False,
random_baseline,12,20,location,,basement,library,False,
first_state_baseline,12,20,location,,basement,bedroom,False,
random_baseline,12,20,mood,,sad,sad,True,
first_state_baseline,12,20,mood,,sad,sad,True,
random_baseline,12,20,holding,,nothing,bag,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,kitchen,library,False,
first_state_baseline,12,20,location,,kitchen,kitchen,True,
random_baseline,12,20,mood,,sad,confident,False,
first_state_baseline,12,20,mood,,sad,sad,True,
random_baseline,12,20,holding,,nothing,ball,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,office,bedroom,False,
first_state_baseline,12,20,location,,office,office,True,
random_baseline,12,20,mood,,calm,excited,False,
first_state_baseline,12,20,mood,,calm,sad,False,
random_baseline,12,20,holding,,key,pen,False,
first_state_baseline,12,20,holding,,key,nothing,False,
random_baseline,12,20,location,,basement,bathroom,False,
first_state_baseline,12,20,location,,basement,basement,True,
random_baseline,12,20,mood,,sad,happy,False,
first_state_baseline,12,20,mood,,sad,sad,True,
random_baseline,12,20,holding,,nothing,bag,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,office,bathroom,False,
first_state_baseline,12,20,location,,office,office,True,
random_baseline,12,20,mood,,happy,sad,False,
first_state_baseline,12,20,mood,,happy,happy,True,
random_baseline,12,20,holding,,nothing,coin,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bedroom,kitchen,False,
first_state_baseline,12,20,location,,bedroom,bedroom,True,
random_baseline,12,20,mood,,calm,nervous,False,
first_state_baseline,12,20,mood,,calm,tired,False,
random_baseline,12,20,holding,,nothing,hat,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,garden,hallway,False,
first_state_baseline,12,20,location,,garden,garden,True,
random_baseline,12,20,mood,,sad,curious,False,
first_state_baseline,12,20,mood,,sad,sad,True,
random_baseline,12,20,holding,,phone,key,False,
first_state_baseline,12,20,holding,,phone,nothing,False,
random_baseline,12,20,location,,basement,basement,True,
first_state_baseline,12,20,location,,basement,basement,True,
random_baseline,12,20,mood,,nervous,nervous,True,
first_state_baseline,12,20,mood,,nervous,nervous,True,
random_baseline,12,20,holding,,nothing,ball,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bedroom,bathroom,False,
first_state_baseline,12,20,location,,bedroom,kitchen,False,
random_baseline,12,20,mood,,calm,curious,False,
first_state_baseline,12,20,mood,,calm,excited,False,
random_baseline,12,20,holding,,nothing,nothing,True,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bedroom,bathroom,False,
first_state_baseline,12,20,location,,bedroom,bedroom,True,
random_baseline,12,20,mood,,happy,confident,False,
first_state_baseline,12,20,mood,,happy,happy,True,
random_baseline,12,20,holding,,nothing,book,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bedroom,bathroom,False,
first_state_baseline,12,20,location,,bedroom,hallway,False,
random_baseline,12,20,mood,,happy,excited,False,
first_state_baseline,12,20,mood,,happy,happy,True,
random_baseline,12,20,holding,,nothing,ball,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,library,garden,False,
first_state_baseline,12,20,location,,library,hallway,False,
random_baseline,12,20,mood,,excited,calm,False,
first_state_baseline,12,20,mood,,excited,curious,False,
random_baseline,12,20,holding,,nothing,ball,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bathroom,bedroom,False,
first_state_baseline,12,20,location,,bathroom,bathroom,True,
random_baseline,12,20,mood,,sad,curious,False,
first_state_baseline,12,20,mood,,sad,confident,False,
random_baseline,12,20,holding,,nothing,book,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,basement,office,False,
first_state_baseline,12,20,location,,basement,basement,True,
random_baseline,12,20,mood,,confident,curious,False,
first_state_baseline,12,20,mood,,confident,confident,True,
random_baseline,12,20,holding,,umbrella,umbrella,True,
first_state_baseline,12,20,holding,,umbrella,nothing,False,
random_baseline,12,20,location,,basement,bathroom,False,
first_state_baseline,12,20,location,,basement,library,False,
random_baseline,12,20,mood,,confident,nervous,False,
first_state_baseline,12,20,mood,,confident,confident,True,
random_baseline,12,20,holding,,nothing,hat,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,bathroom,library,False,
first_state_baseline,12,20,location,,bathroom,library,False,
random_baseline,12,20,mood,,calm,tired,False,
first_state_baseline,12,20,mood,,calm,calm,True,
random_baseline,12,20,holding,,nothing,phone,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,library,kitchen,False,
first_state_baseline,12,20,location,,library,library,True,
random_baseline,12,20,mood,,excited,happy,False,
first_state_baseline,12,20,mood,,excited,excited,True,
random_baseline,12,20,holding,,nothing,book,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,garden,bedroom,False,
first_state_baseline,12,20,location,,garden,garden,True,
random_baseline,12,20,mood,,curious,sad,False,
first_state_baseline,12,20,mood,,curious,curious,True,
random_baseline,12,20,holding,,key,ball,False,
first_state_baseline,12,20,holding,,key,nothing,False,
random_baseline,12,20,location,,bedroom,kitchen,False,
first_state_baseline,12,20,location,,bedroom,hallway,False,
random_baseline,12,20,mood,,sad,happy,False,
first_state_baseline,12,20,mood,,sad,tired,False,
random_baseline,12,20,holding,,nothing,phone,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,garden,bedroom,False,
first_state_baseline,12,20,location,,garden,garden,True,
random_baseline,12,20,mood,,curious,happy,False,
first_state_baseline,12,20,mood,,curious,curious,True,
random_baseline,12,20,holding,,nothing,apple,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,hallway,office,False,
first_state_baseline,12,20,location,,hallway,hallway,True,
random_baseline,12,20,mood,,nervous,happy,False,
first_state_baseline,12,20,mood,,nervous,happy,False,
random_baseline,12,20,holding,,nothing,umbrella,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,kitchen,garden,False,
first_state_baseline,12,20,location,,kitchen,library,False,
random_baseline,12,20,mood,,sad,nervous,False,
first_state_baseline,12,20,mood,,sad,tired,False,
random_baseline,12,20,holding,,nothing,bag,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,12,20,location,,hallway,basement,False,
first_state_baseline,12,20,location,,hallway,office,False,
random_baseline,12,20,mood,,happy,calm,False,
first_state_baseline,12,20,mood,,happy,happy,True,
random_baseline,12,20,holding,,nothing,umbrella,False,
first_state_baseline,12,20,holding,,nothing,nothing,True,
random_baseline,15,5,location,,bathroom,basement,False,
first_state_baseline,15,5,location,,bathroom,bathroom,True,
random_baseline,15,5,mood,,nervous,tired,False,
first_state_baseline,15,5,mood,,nervous,nervous,True,
random_baseline,15,5,holding,,nothing,nothing,True,
first_state_baseline,15,5,holding,,nothing,nothing,True,
random_baseline,15,5,location,,bedroom,kitchen,False,
first_state_baseline,15,5,location,,bedroom,bedroom,True,
random_baseline,15,5,mood,,happy,happy,True,
first_state_baseline,15,5,mood,,happy,curious,False,
random_baseline,15,5,holding,,nothing,pen,False,
first_state_baseline,15,5,holding,,nothing,nothing,True,
random_baseline,15,5,location,,bedroom,bedroom,True,
first_state_baseline,15,5,location,,bedroom,bedroom,True,
random_baseline,15,5,mood,,excited,calm,False,
first_state_baseline,15,5,mood,,excited,excited,True,
random_baseline,15,5,holding,,nothing,pen,False,
first_state_baseline,15,5,holding,,nothing,nothing,True,
random_baseline,15,5,location,,bedroom,library,False,
first_state_baseline,15,5,location,,bedroom,bedroom,True,
random_baseline,15,5,mood,,happy,confident,False,
first_state_baseline,15,5,mood,,happy,happy,True,
random_baseline,15,5,holding,,nothing,umbrella,False,
first_state_baseline,15,5,holding,,nothing,nothing,True,
random_baseline,15,5,location,,basement,hallway,False,
first_state_baseline,15,5,location,,basement,basement,True,
random_baseline,15,5,mood,,happy,tired,False,
first_state_baseline,15,5,mood,,happy,happy,True,
random_baseline,15,5,holding,,nothing,coin,False,
first_state_baseline,15,5,holding,,nothing,nothing,True,
random_baseline,15,5,location,,office,bedroom,False,
first_state_baseline,15,5,location,,office,office,True,
random_baseline,15,5,mood,,calm,confident,False,
first_state_baseline,15,5,mood,,calm,calm,True,
random_baseline,15,5,holding,,nothing,pen,False,
